original_name,aligned_name,accepted_name,suggested_name,genus,family,taxon_rank,taxonomic_dataset,taxonomic_status,taxonomic_status_aligned,aligned_reason,update_reason,subclass,taxon_distribution,scientific_name,taxon_ID,taxon_ID_genus,scientific_name_ID,canonical_name,row_number,number_of_collapsed_taxa
Eucalyptus pachycalyx subsp. banyabba,Eucalyptus pachycalyx subsp. banyabba,Eucalyptus pachycalyx subsp. banyabba,Eucalyptus pachycalyx subsp. banyabba,Eucalyptus,Myrtaceae,subspecies,APC,accepted,accepted,Exact match of taxon name to an APC-accepted canonical name once punctuation and filler words are removed (2024-08-16),aligned name accepted by APC,Magnoliidae,NSW,Eucalyptus pachycalyx subsp. banyabba K.D.Hill,https://id.biodiversity.org.au/taxon/apni/51782164,https://id.biodiversity.org.au/taxon/apni/51781647,https://id.biodiversity.org.au/name/apni/154692,Eucalyptus pachycalyx subsp. banyabba,609,NA
Eucalyptus paedoglauca,Eucalyptus paedoglauca,Eucalyptus paedoglauca,Eucalyptus paedoglauca,Eucalyptus,Myrtaceae,species,APC,accepted,accepted,Exact match of taxon name to an APC-accepted canonical name once punctuation and filler words are removed (2024-08-16),aligned name accepted by APC,Magnoliidae,Qld,Eucalyptus paedoglauca L.A.S.Johnson & Blaxell,https://id.biodiversity.org.au/node/apni/2904298,https://id.biodiversity.org.au/taxon/apni/51781647,https://id.biodiversity.org.au/name/apni/118680,Eucalyptus paedoglauca,610,NA
Eucalyptus paludicola,Eucalyptus paludosa,Eucalyptus ovata subsp. ovata,Eucalyptus ovata subsp. ovata,Eucalyptus,Myrtaceae,species,APC,accepted,taxonomic synonym,Fuzzy match of taxon name to an APC-known canonical name once punctuation and filler words are removed (2024-08-16),taxonomic synonym,Magnoliidae,"SA, NSW, Vic, Tas",Eucalyptus ovata Labill. subsp. ovata,https://id.biodiversity.org.au/taxon/apni/51782157,https://id.biodiversity.org.au/taxon/apni/51781647,https://id.biodiversity.org.au/name/apni/245234,Eucalyptus ovata subsp. ovata,611,NA
Eucalyptus parramattensis subsp. decadens,Eucalyptus parramattensis subsp. decadens,Eucalyptus parramattensis subsp. decadens,Eucalyptus parramattensis subsp. decadens,Eucalyptus,Myrtaceae,subspecies,APC,accepted,accepted,Exact match of taxon name to an APC-accepted canonical name once punctuation and filler words are removed (2024-08-16),aligned name accepted by APC,Magnoliidae,NSW,Eucalyptus parramattensis subsp. decadens L.A.S.Johnson & Blaxell,https://id.biodiversity.org.au/node/apni/2895617,https://id.biodiversity.org.au/taxon/apni/51781647,https://id.biodiversity.org.au/name/apni/118638,Eucalyptus parramattensis subsp. decadens,612,NA
Eucalyptus parvula,Eucalyptus parvula,Eucalyptus parvula,Eucalyptus parvula,Eucalyptus,Myrtaceae,species,APC,accepted,accepted,Exact match of taxon name to an APC-accepted canonical name once punctuation and filler words are removed (2024-08-16),aligned name accepted by APC,Magnoliidae,NSW,Eucalyptus parvula L.A.S.Johnson & K.D.Hill,https://id.biodiversity.org.au/node/apni/2886569,https://id.biodiversity.org.au/taxon/apni/51781647,https://id.biodiversity.org.au/name/apni/118643,Eucalyptus parvula,613,NA
Eucalyptus phoenix,Eucalyptus phoenix,Eucalyptus phoenix,Eucalyptus phoenix,Eucalyptus,Myrtaceae,species,APC,accepted,accepted,Exact match of taxon name to an APC-accepted canonical name once punctuation and filler words are removed (2024-08-16),aligned name accepted by APC,Magnoliidae,Vic,Eucalyptus phoenix Molyneux & Forrester,https://id.biodiversity.org.au/node/apni/7674103,https://id.biodiversity.org.au/taxon/apni/51781647,https://id.biodiversity.org.au/name/apni/242245,Eucalyptus phoenix,614,NA
Eucalyptus platydisca,Eucalyptus platydisca,Eucalyptus platydisca,Eucalyptus platydisca,Eucalyptus,Myrtaceae,species,APC,accepted,accepted,Exact match of taxon name to an APC-accepted canonical name once punctuation and filler words are removed (2024-08-16),aligned name accepted by APC,Magnoliidae,WA,Eucalyptus platydisca L.A.S.Johnson & K.D.Hill ex D.Nicolle & Brooker,https://id.biodiversity.org.au/node/apni/2887846,https://id.biodiversity.org.au/taxon/apni/51781647,https://id.biodiversity.org.au/name/apni/205918,Eucalyptus platydisca,615,NA
Eucalyptus pruiniramis,Eucalyptus pruiniramis,Eucalyptus pruiniramis,Eucalyptus pruiniramis,Eucalyptus,Myrtaceae,species,APC,accepted,accepted,Exact match of taxon name to an APC-accepted canonical name once punctuation and filler words are removed (2024-08-16),aligned name accepted by APC,Magnoliidae,WA,Eucalyptus pruiniramis L.A.S.Johnson & K.D.Hill,https://id.biodiversity.org.au/node/apni/2904173,https://id.biodiversity.org.au/taxon/apni/51781647,https://id.biodiversity.org.au/name/apni/118926,Eucalyptus pruiniramis,616,NA
Eucalyptus pulverulenta,Eucalyptus pulverulenta,Eucalyptus pulverulenta,Eucalyptus pulverulenta,Eucalyptus,Myrtaceae,species,APC,accepted,accepted,Exact match of taxon name to an APC-accepted canonical name once punctuation and filler words are removed (2024-08-16),aligned name accepted by APC,Magnoliidae,NSW,Eucalyptus pulverulenta Sims,https://id.biodiversity.org.au/taxon/apni/51440675,https://id.biodiversity.org.au/taxon/apni/51781647,https://id.biodiversity.org.au/name/apni/106609,Eucalyptus pulverulenta,617,NA
Eucalyptus pumila,Eucalyptus pumila,Eucalyptus pumila,Eucalyptus pumila,Eucalyptus,Myrtaceae,species,APC,accepted,accepted,Exact match of taxon name to an APC-accepted canonical name once punctuation and filler words are removed (2024-08-16),aligned name accepted by APC,Magnoliidae,NSW,Eucalyptus pumila Cambage,https://id.biodiversity.org.au/node/apni/2920809,https://id.biodiversity.org.au/taxon/apni/51781647,https://id.biodiversity.org.au/name/apni/106709,Eucalyptus pumila,618,NA
Eucalyptus raveretiana,Eucalyptus raveretiana,Eucalyptus raveretiana,Eucalyptus raveretiana,Eucalyptus,Myrtaceae,species,APC,accepted,accepted,Exact match of taxon name to an APC-accepted canonical name once punctuation and filler words are removed (2024-08-16),aligned name accepted by APC,Magnoliidae,Qld,Eucalyptus raveretiana F.Muell.,https://id.biodiversity.org.au/node/apni/2896993,https://id.biodiversity.org.au/taxon/apni/51781647,https://id.biodiversity.org.au/name/apni/101480,Eucalyptus raveretiana,619,NA
Eucalyptus recta,Eucalyptus recta,Eucalyptus recta,Eucalyptus recta,Eucalyptus,Myrtaceae,species,APC,accepted,accepted,Exact match of taxon name to an APC-accepted canonical name once punctuation and filler words are removed (2024-08-16),aligned name accepted by APC,Magnoliidae,WA,Eucalyptus recta L.A.S.Johnson & K.D.Hill,https://id.biodiversity.org.au/node/apni/2897107,https://id.biodiversity.org.au/taxon/apni/51781647,https://id.biodiversity.org.au/name/apni/118953,Eucalyptus recta,620,NA
Eucalyptus recurva,Eucalyptus recurva,Eucalyptus recurva,Eucalyptus recurva,Eucalyptus,Myrtaceae,species,APC,accepted,accepted,Exact match of taxon name to an APC-accepted canonical name once punctuation and filler words are removed (2024-08-16),aligned name accepted by APC,Magnoliidae,NSW,Eucalyptus recurva Crisp,https://id.biodiversity.org.au/node/apni/2892273,https://id.biodiversity.org.au/taxon/apni/51781647,https://id.biodiversity.org.au/name/apni/101532,Eucalyptus recurva,621,NA
Eucalyptus rhodantha,Eucalyptus rhodantha,Eucalyptus rhodantha,Eucalyptus rhodantha,Eucalyptus,Myrtaceae,species,APC,accepted,accepted,Exact match of taxon name to an APC-accepted canonical name once punctuation and filler words are removed (2024-08-16),aligned name accepted by APC,Magnoliidae,WA,Eucalyptus rhodantha Blakely & H.Steedman,https://id.biodiversity.org.au/node/apni/7901599,https://id.biodiversity.org.au/taxon/apni/51781647,https://id.biodiversity.org.au/name/apni/101981,Eucalyptus rhodantha,622,NA
Eucalyptus robertsonii subsp. hemisphaerica,Eucalyptus robertsonii subsp. hemisphaerica,Eucalyptus radiata subsp. robertsonii,Eucalyptus radiata subsp. robertsonii,Eucalyptus,Myrtaceae,subspecies,APC,accepted,doubtful taxonomic synonym,Exact match of taxon name to an APC-known canonical name once punctuation and filler words are removed (2024-08-16),doubtful taxonomic synonym,Magnoliidae,"NSW, ACT, Vic, Tas",Eucalyptus radiata subsp. robertsonii (Blakely) L.A.S.Johnson & Blaxell,https://id.biodiversity.org.au/node/apni/2914783,https://id.biodiversity.org.au/taxon/apni/51781647,https://id.biodiversity.org.au/name/apni/101307,Eucalyptus radiata subsp. robertsonii,623,NA
Eucalyptus rubida subsp. barbigerorum,Eucalyptus rubida subsp. barbigerorum,Eucalyptus rubida subsp. barbigerorum,Eucalyptus rubida subsp. barbigerorum,Eucalyptus,Myrtaceae,subspecies,APC,accepted,accepted,Exact match of taxon name to an APC-accepted canonical name once punctuation and filler words are removed (2024-08-16),aligned name accepted by APC,Magnoliidae,NSW,Eucalyptus rubida subsp. barbigerorum L.A.S.Johnson & K.D.Hill,https://id.biodiversity.org.au/taxon/apni/51782217,https://id.biodiversity.org.au/taxon/apni/51781647,https://id.biodiversity.org.au/name/apni/118671,Eucalyptus rubida subsp. barbigerorum,624,NA
Eucalyptus scoparia,Eucalyptus scoparia,Eucalyptus scoparia,Eucalyptus scoparia,Eucalyptus,Myrtaceae,species,APC,accepted,accepted,Exact match of taxon name to an APC-accepted canonical name once punctuation and filler words are removed (2024-08-16),aligned name accepted by APC,Magnoliidae,"Qld, NSW",Eucalyptus scoparia Maiden,https://id.biodiversity.org.au/node/apni/2913806,https://id.biodiversity.org.au/taxon/apni/51781647,https://id.biodiversity.org.au/name/apni/76558,Eucalyptus scoparia,625,NA
"Eucalyptus sp. Cattai (Gregson s.n., 28 Aug 1954)",Eucalyptus sp. Cattai (Gregson s.n. 28 Aug 1954),Eucalyptus sp. Cattai (Gregson s.n. 28 Aug 1954),Eucalyptus sp. Cattai (Gregson s.n. 28 Aug 1954),Eucalyptus,Myrtaceae,species,APC,accepted,accepted,Fuzzy match of taxon name to an APC-accepted canonical name once punctuation and filler words are removed (2024-08-16),aligned name accepted by APC,Magnoliidae,NSW,Eucalyptus sp. Cattai (Gregson s.n. 28 Aug 1954) NSW Herbarium,https://id.biodiversity.org.au/taxon/apni/51289965,https://id.biodiversity.org.au/taxon/apni/51781647,https://id.biodiversity.org.au/name/apni/216644,Eucalyptus sp. Cattai (Gregson s.n. 28 Aug 1954),626,NA
Eucalyptus steedmanii,Eucalyptus steedmanii,Eucalyptus steedmanii,Eucalyptus steedmanii,Eucalyptus,Myrtaceae,species,APC,accepted,accepted,Exact match of taxon name to an APC-accepted canonical name once punctuation and filler words are removed (2024-08-16),aligned name accepted by APC,Magnoliidae,WA,Eucalyptus steedmanii C.A.Gardner,https://id.biodiversity.org.au/taxon/apni/51782224,https://id.biodiversity.org.au/taxon/apni/51781647,https://id.biodiversity.org.au/name/apni/93121,Eucalyptus steedmanii,627,NA
Eucalyptus stenostoma,Eucalyptus stenostoma,Eucalyptus stenostoma,Eucalyptus stenostoma,Eucalyptus,Myrtaceae,species,APC,accepted,accepted,Exact match of taxon name to an APC-accepted canonical name once punctuation and filler words are removed (2024-08-16),aligned name accepted by APC,Magnoliidae,NSW,Eucalyptus stenostoma L.A.S.Johnson & Blaxell,https://id.biodiversity.org.au/node/apni/2903346,https://id.biodiversity.org.au/taxon/apni/51781647,https://id.biodiversity.org.au/name/apni/93304,Eucalyptus stenostoma,628,NA
Eucalyptus strzeleckii,Eucalyptus strzeleckii,Eucalyptus strzeleckii,Eucalyptus strzeleckii,Eucalyptus,Myrtaceae,species,APC,accepted,accepted,Exact match of taxon name to an APC-accepted canonical name once punctuation and filler words are removed (2024-08-16),aligned name accepted by APC,Magnoliidae,Vic,Eucalyptus strzeleckii Rule,https://id.biodiversity.org.au/node/apni/2887828,https://id.biodiversity.org.au/taxon/apni/51781647,https://id.biodiversity.org.au/name/apni/117815,Eucalyptus strzeleckii,629,NA
Eucalyptus suberea,Eucalyptus suberea,Eucalyptus suberea,Eucalyptus suberea,Eucalyptus,Myrtaceae,species,APC,accepted,accepted,Exact match of taxon name to an APC-accepted canonical name once punctuation and filler words are removed (2024-08-16),aligned name accepted by APC,Magnoliidae,WA,Eucalyptus suberea Brooker & Hopper,https://id.biodiversity.org.au/node/apni/2907540,https://id.biodiversity.org.au/taxon/apni/51781647,https://id.biodiversity.org.au/name/apni/93899,Eucalyptus suberea,630,NA
Eucalyptus synandra,Eucalyptus synandra,Eucalyptus synandra,Eucalyptus synandra,Eucalyptus,Myrtaceae,species,APC,accepted,accepted,Exact match of taxon name to an APC-accepted canonical name once punctuation and filler words are removed (2024-08-16),aligned name accepted by APC,Magnoliidae,WA,Eucalyptus synandra Crisp,https://id.biodiversity.org.au/node/apni/2920831,https://id.biodiversity.org.au/taxon/apni/51781647,https://id.biodiversity.org.au/name/apni/94053,Eucalyptus synandra,631,NA
Eucalyptus taurina,Eucalyptus taurina,Eucalyptus taurina,Eucalyptus taurina,Eucalyptus,Myrtaceae,species,APC,accepted,accepted,Exact match of taxon name to an APC-accepted canonical name once punctuation and filler words are removed (2024-08-16),aligned name accepted by APC,Magnoliidae,Qld,Eucalyptus taurina A.R.Bean & Brooker,https://id.biodiversity.org.au/node/apni/2914218,https://id.biodiversity.org.au/taxon/apni/51781647,https://id.biodiversity.org.au/name/apni/119610,Eucalyptus taurina,632,NA
Eucalyptus tetrapleura,Eucalyptus tetrapleura,Eucalyptus tetrapleura,Eucalyptus tetrapleura,Eucalyptus,Myrtaceae,species,APC,accepted,accepted,Exact match of taxon name to an APC-accepted canonical name once punctuation and filler words are removed (2024-08-16),aligned name accepted by APC,Magnoliidae,NSW,Eucalyptus tetrapleura L.A.S.Johnson,https://id.biodiversity.org.au/node/apni/2918580,https://id.biodiversity.org.au/taxon/apni/51781647,https://id.biodiversity.org.au/name/apni/55540,Eucalyptus tetrapleura,633,NA
Eucalyptus virens,Eucalyptus virens,Eucalyptus virens,Eucalyptus virens,Eucalyptus,Myrtaceae,species,APC,accepted,accepted,Exact match of taxon name to an APC-accepted canonical name once punctuation and filler words are removed (2024-08-16),aligned name accepted by APC,Magnoliidae,Qld,Eucalyptus virens Brooker & A.R.Bean,https://id.biodiversity.org.au/node/apni/2901683,https://id.biodiversity.org.au/taxon/apni/51781647,https://id.biodiversity.org.au/name/apni/103758,Eucalyptus virens,634,NA
Eucalyptus x balanites,Eucalyptus x balanites,Eucalyptus x balanites,Eucalyptus x balanites,Eucalyptus,Myrtaceae,species,APC,accepted,accepted,Exact match of taxon name to an APC-accepted canonical name once punctuation and filler words are removed (2024-08-16),aligned name accepted by APC,Magnoliidae,WA,Eucalyptus x balanites Grayling & Brooker,https://id.biodiversity.org.au/taxon/apni/51781885,https://id.biodiversity.org.au/taxon/apni/51781647,https://id.biodiversity.org.au/name/apni/118384,Eucalyptus x balanites,635,NA
Eucalyptus x phylacis,Eucalyptus x phylacis,Eucalyptus x phylacis,Eucalyptus x phylacis,Eucalyptus,Myrtaceae,species,APC,accepted,accepted,Exact match of taxon name to an APC-accepted canonical name once punctuation and filler words are removed (2024-08-16),aligned name accepted by APC,Magnoliidae,WA,Eucalyptus x phylacis L.A.S.Johnson & K.D.Hill,https://id.biodiversity.org.au/taxon/apni/51289990,https://id.biodiversity.org.au/taxon/apni/51781647,https://id.biodiversity.org.au/name/apni/118944,Eucalyptus x phylacis,636,NA
Eucryphia wilkiei,Eucryphia wilkiei,Eucryphia wilkiei,Eucryphia wilkiei,Eucryphia,Cunoniaceae,species,APC,accepted,accepted,Exact match of taxon name to an APC-accepted canonical name once punctuation and filler words are removed (2024-08-16),aligned name accepted by APC,Magnoliidae,Qld,Eucryphia wilkiei B.Hyland,https://id.biodiversity.org.au/taxon/apni/51762204,https://id.biodiversity.org.au/taxon/apni/51762205,https://id.biodiversity.org.au/name/apni/154752,Eucryphia wilkiei,637,NA
Euphorbia carissoides,Euphorbia carissoides,Euphorbia carissoides,Euphorbia carissoides,Euphorbia,Euphorbiaceae,species,APC,accepted,accepted,Exact match of taxon name to an APC-accepted canonical name once punctuation and filler words are removed (2024-08-16),aligned name accepted by APC,Magnoliidae,Qld,Euphorbia carissoides F.M.Bailey,https://id.biodiversity.org.au/node/apni/2896327,https://id.biodiversity.org.au/taxon/apni/51768384,https://id.biodiversity.org.au/name/apni/91574,Euphorbia carissoides,638,NA
Euphorbia norfolkiana,Euphorbia norfolkiana,Euphorbia norfolkiana,Euphorbia norfolkiana,Euphorbia,Euphorbiaceae,species,APC,accepted,accepted,Exact match of taxon name to an APC-accepted canonical name once punctuation and filler words are removed (2024-08-16),aligned name accepted by APC,Magnoliidae,NI,Euphorbia norfolkiana Boiss.,https://id.biodiversity.org.au/node/apni/2887597,https://id.biodiversity.org.au/taxon/apni/51768384,https://id.biodiversity.org.au/name/apni/143885,Euphorbia norfolkiana,639,NA
Euphorbia obliqua,Euphorbia obliqua,Euphorbia obliqua,Euphorbia obliqua,Euphorbia,Euphorbiaceae,species,APC,accepted,accepted,Exact match of taxon name to an APC-accepted canonical name once punctuation and filler words are removed (2024-08-16),aligned name accepted by APC,Magnoliidae,"Qld, NI",Euphorbia obliqua Endl.,https://id.biodiversity.org.au/node/apni/7206610,https://id.biodiversity.org.au/taxon/apni/51768384,https://id.biodiversity.org.au/name/apni/93249,Euphorbia obliqua,640,NA
Euphrasia amphisysepala,Euphrasia amphisysepala,Euphrasia amphisysepala,Euphrasia amphisysepala,Euphrasia,Scrophulariaceae,species,APC,accepted,accepted,Exact match of taxon name to an APC-accepted canonical name once punctuation and filler words are removed (2024-08-16),aligned name accepted by APC,Magnoliidae,Tas,Euphrasia amphisysepala W.R.Barker,https://id.biodiversity.org.au/node/apni/2900217,https://id.biodiversity.org.au/taxon/apni/51734002,https://id.biodiversity.org.au/name/apni/93479,Euphrasia amphisysepala,641,NA
Euphrasia arguta,Euphrasia arguta,Euphrasia arguta,Euphrasia arguta [alternative possible names: Euphrasia caudata (pro parte misapplied)],Euphrasia,Scrophulariaceae,species,APC,accepted,accepted,Exact match of taxon name to an APC-accepted canonical name once punctuation and filler words are removed (2024-08-16),aligned name accepted by APC,Magnoliidae,NSW,Euphrasia arguta R.Br.,https://id.biodiversity.org.au/node/apni/2897576,https://id.biodiversity.org.au/taxon/apni/51734002,https://id.biodiversity.org.au/name/apni/93518,Euphrasia arguta [alternative possible names: Euphrasia caudata (pro parte misapplied)],642,1
