original_name,aligned_name,accepted_name,suggested_name,genus,family,taxon_rank,taxonomic_dataset,taxonomic_status,taxonomic_status_aligned,aligned_reason,update_reason,subclass,taxon_distribution,scientific_name,taxon_ID,taxon_ID_genus,scientific_name_ID,canonical_name,row_number,number_of_collapsed_taxa
Stonesiella selaginoides,Stonesiella selaginoides,Stonesiella selaginoides,Stonesiella selaginoides,Stonesiella,Fabaceae,species,APC,accepted,accepted,Exact match of taxon name to an APC-accepted canonical name once punctuation and filler words are removed (2024-08-16),aligned name accepted by APC,Magnoliidae,Tas,Stonesiella selaginoides (Hook.f.) Crisp & P.H.Weston,https://id.biodiversity.org.au/node/apni/2903108,https://id.biodiversity.org.au/node/apni/2900644,https://id.biodiversity.org.au/name/apni/162298,Stonesiella selaginoides,1294,NA
Streblus pendulinus,Streblus pendulinus,Streblus pendulinus,Streblus pendulinus,Streblus,Moraceae,species,APC,accepted,accepted,Exact match of taxon name to an APC-accepted canonical name once punctuation and filler words are removed (2024-08-16),aligned name accepted by APC,Magnoliidae,NI,Streblus pendulinus (Endl.) F.Muell.,https://id.biodiversity.org.au/node/apni/4057099,https://id.biodiversity.org.au/taxon/apni/51778409,https://id.biodiversity.org.au/name/apni/92187,Streblus pendulinus,1295,NA
Stylidium amabile,Stylidium amabile,Stylidium amabile,Stylidium amabile,Stylidium,Stylidiaceae,species,APC,accepted,accepted,Exact match of taxon name to an APC-accepted canonical name once punctuation and filler words are removed (2024-08-16),aligned name accepted by APC,Magnoliidae,WA,Stylidium amabile Wege & D.J.Coates,https://id.biodiversity.org.au/node/apni/2908195,https://id.biodiversity.org.au/taxon/apni/51684749,https://id.biodiversity.org.au/name/apni/211903,Stylidium amabile,1296,NA
Stylidium applanatum,Stylidium applanatum,Stylidium applanatum,Stylidium applanatum,Stylidium,Stylidiaceae,species,APC,accepted,accepted,Exact match of taxon name to an APC-accepted canonical name once punctuation and filler words are removed (2024-08-16),aligned name accepted by APC,Magnoliidae,WA,Stylidium applanatum Wege,https://id.biodiversity.org.au/node/apni/2907496,https://id.biodiversity.org.au/taxon/apni/51684749,https://id.biodiversity.org.au/name/apni/211879,Stylidium applanatum,1297,NA
Stylidium asymmetricum,Stylidium asymmetricum,Stylidium asymmetricum,Stylidium asymmetricum,Stylidium,Stylidiaceae,species,APC,accepted,accepted,Exact match of taxon name to an APC-accepted canonical name once punctuation and filler words are removed (2024-08-16),aligned name accepted by APC,Magnoliidae,WA,Stylidium asymmetricum Wege,https://id.biodiversity.org.au/node/apni/7982316,https://id.biodiversity.org.au/taxon/apni/51684749,https://id.biodiversity.org.au/name/apni/236641,Stylidium asymmetricum,1298,NA
Stylidium coroniforme subsp. amblyphyllum,Stylidium coroniforme subsp. amblyphyllum,Stylidium coroniforme subsp. amblyphyllum,Stylidium coroniforme subsp. amblyphyllum,Stylidium,Stylidiaceae,subspecies,APC,accepted,accepted,Exact match of taxon name to an APC-accepted canonical name once punctuation and filler words are removed (2024-08-16),aligned name accepted by APC,Magnoliidae,WA,Stylidium coroniforme subsp. amblyphyllum Wege,https://id.biodiversity.org.au/node/apni/2914579,https://id.biodiversity.org.au/taxon/apni/51684749,https://id.biodiversity.org.au/name/apni/211902,Stylidium coroniforme subsp. amblyphyllum,1299,NA
Stylidium coroniforme subsp. coronoiforme,Stylidium coroniforme subsp. coroniforme,Stylidium coroniforme subsp. coroniforme,Stylidium coroniforme subsp. coroniforme,Stylidium,Stylidiaceae,subspecies,APC,accepted,accepted,Fuzzy match of taxon name to an APC-accepted canonical name once punctuation and filler words are removed (2024-08-16),aligned name accepted by APC,Magnoliidae,WA,Stylidium coroniforme F.L.Erickson & J.H.Willis subsp. coroniforme,https://id.biodiversity.org.au/node/apni/2908534,https://id.biodiversity.org.au/taxon/apni/51684749,https://id.biodiversity.org.au/name/apni/211901,Stylidium coroniforme subsp. coroniforme,1300,NA
Stylidium ensatum,Stylidium ensatum,Stylidium ensatum,Stylidium ensatum,Stylidium,Stylidiaceae,species,APC,accepted,accepted,Exact match of taxon name to an APC-accepted canonical name once punctuation and filler words are removed (2024-08-16),aligned name accepted by APC,Magnoliidae,NT,Stylidium ensatum A.R.Bean,https://id.biodiversity.org.au/node/apni/2916606,https://id.biodiversity.org.au/taxon/apni/51684749,https://id.biodiversity.org.au/name/apni/178509,Stylidium ensatum,1301,NA
Stylidium galioides,Stylidium galioides,Stylidium galioides,Stylidium galioides,Stylidium,Stylidiaceae,species,APC,accepted,accepted,Exact match of taxon name to an APC-accepted canonical name once punctuation and filler words are removed (2024-08-16),aligned name accepted by APC,Magnoliidae,WA,Stylidium galioides C.A.Gardner,https://id.biodiversity.org.au/node/apni/2890743,https://id.biodiversity.org.au/taxon/apni/51684749,https://id.biodiversity.org.au/name/apni/95389,Stylidium galioides,1302,NA
Stylidium semaphorum,Stylidium semaphorum,Stylidium semaphorum,Stylidium semaphorum,Stylidium,Stylidiaceae,species,APC,accepted,accepted,Exact match of taxon name to an APC-accepted canonical name once punctuation and filler words are removed (2024-08-16),aligned name accepted by APC,Magnoliidae,WA,Stylidium semaphorum Lowrie & Kenneally,https://id.biodiversity.org.au/node/apni/2905650,https://id.biodiversity.org.au/taxon/apni/51684749,https://id.biodiversity.org.au/name/apni/170733,Stylidium semaphorum,1303,NA
Styphelia longissima,Styphelia longissima,Styphelia longissima,Styphelia longissima,Styphelia,Ericaceae,species,APC,accepted,accepted,Exact match of taxon name to an APC-accepted canonical name once punctuation and filler words are removed (2024-08-16),aligned name accepted by APC,Magnoliidae,WA,Styphelia longissima Hislop & Puente-Lel.,https://id.biodiversity.org.au/taxon/apni/51435352,https://id.biodiversity.org.au/taxon/apni/51767516,https://id.biodiversity.org.au/name/apni/8930334,Styphelia longissima,1304,NA
Styphelia perileuca,Styphelia perileuca,Styphelia perileuca,Styphelia perileuca,Styphelia,Ericaceae,species,APC,accepted,accepted,Exact match of taxon name to an APC-accepted canonical name once punctuation and filler words are removed (2024-08-16),aligned name accepted by APC,Magnoliidae,NSW,Styphelia perileuca J.M.Powell,https://id.biodiversity.org.au/node/apni/2916852,https://id.biodiversity.org.au/taxon/apni/51767516,https://id.biodiversity.org.au/name/apni/118482,Styphelia perileuca,1305,NA
Swainsona murrayana,Swainsona murrayana,Swainsona murrayana,Swainsona murrayana,Swainsona,Fabaceae,species,APC,accepted,accepted,Exact match of taxon name to an APC-accepted canonical name once punctuation and filler words are removed (2024-08-16),aligned name accepted by APC,Magnoliidae,"SA, Qld, NSW, Vic",Swainsona murrayana Wawra,https://id.biodiversity.org.au/node/apni/2888731,https://id.biodiversity.org.au/taxon/apni/51771154,https://id.biodiversity.org.au/name/apni/94679,Swainsona murrayana,1306,NA
Swainsona plagiotropis,Swainsona plagiotropis,Swainsona plagiotropis,Swainsona plagiotropis,Swainsona,Fabaceae,species,APC,accepted,accepted,Exact match of taxon name to an APC-accepted canonical name once punctuation and filler words are removed (2024-08-16),aligned name accepted by APC,Magnoliidae,"NSW, Vic",Swainsona plagiotropis F.Muell.,https://id.biodiversity.org.au/taxon/apni/51429634,https://id.biodiversity.org.au/taxon/apni/51771154,https://id.biodiversity.org.au/name/apni/95350,Swainsona plagiotropis,1307,NA
Swainsona pyrophila,Swainsona pyrophila,Swainsona pyrophila,Swainsona pyrophila,Swainsona,Fabaceae,species,APC,accepted,accepted,Exact match of taxon name to an APC-accepted canonical name once punctuation and filler words are removed (2024-08-16),aligned name accepted by APC,Magnoliidae,"SA, NSW, Vic",Swainsona pyrophila Joy Thomps.,https://id.biodiversity.org.au/node/apni/2895241,https://id.biodiversity.org.au/taxon/apni/51771154,https://id.biodiversity.org.au/name/apni/118856,Swainsona pyrophila,1308,NA
Swainsona recta,Swainsona recta,Swainsona recta,Swainsona recta,Swainsona,Fabaceae,species,APC,accepted,accepted,Exact match of taxon name to an APC-accepted canonical name once punctuation and filler words are removed (2024-08-16),aligned name accepted by APC,Magnoliidae,"NSW, ACT, Vic",Swainsona recta A.T.Lee,https://id.biodiversity.org.au/node/apni/2916272,https://id.biodiversity.org.au/taxon/apni/51771154,https://id.biodiversity.org.au/name/apni/95481,Swainsona recta,1309,NA
Symonanthus bancroftii,Symonanthus bancroftii,Symonanthus bancroftii,Symonanthus bancroftii,Symonanthus,Solanaceae,species,APC,accepted,accepted,Exact match of taxon name to an APC-accepted canonical name once punctuation and filler words are removed (2024-08-16),aligned name accepted by APC,Magnoliidae,WA,Symonanthus bancroftii (F.Muell.) Haegi,https://id.biodiversity.org.au/node/apni/2894823,https://id.biodiversity.org.au/node/apni/2895000,https://id.biodiversity.org.au/name/apni/105198,Symonanthus bancroftii,1310,NA
Symplocos baeuerlenii,Symplocos baeuerlenii,Symplocos baeuerlenii,Symplocos baeuerlenii,Symplocos,Symplocaceae,species,APC,accepted,accepted,Exact match of taxon name to an APC-accepted canonical name once punctuation and filler words are removed (2024-08-16),aligned name accepted by APC,Magnoliidae,"Qld, NSW",Symplocos baeuerlenii R.T.Baker,https://id.biodiversity.org.au/node/apni/2909639,https://id.biodiversity.org.au/taxon/apni/51368241,https://id.biodiversity.org.au/name/apni/107796,Symplocos baeuerlenii,1311,NA
Synaphea quartzitica,Synaphea quartzitica,Synaphea quartzitica,Synaphea quartzitica,Synaphea,Proteaceae,species,APC,accepted,accepted,Exact match of taxon name to an APC-accepted canonical name once punctuation and filler words are removed (2024-08-16),aligned name accepted by APC,Magnoliidae,WA,Synaphea quartzitica A.S.George,https://id.biodiversity.org.au/node/apni/2908532,https://id.biodiversity.org.au/taxon/apni/51445577,https://id.biodiversity.org.au/name/apni/159774,Synaphea quartzitica,1312,NA
Synaphea sp. Fairbridge Farm (D. Papenfus 696),Synaphea sp. Fairbridge Farm (D.Papenfus 696),Synaphea sp. Fairbridge Farm (D.Papenfus 696),Synaphea sp. Fairbridge Farm (D.Papenfus 696),Synaphea,Proteaceae,species,APC,accepted,accepted,Fuzzy match of taxon name to an APC-accepted canonical name once punctuation and filler words are removed (2024-08-16),aligned name accepted by APC,Magnoliidae,WA,Synaphea sp. Fairbridge Farm (D.Papenfus 696) WA Herbarium,https://id.biodiversity.org.au/node/apni/2886148,https://id.biodiversity.org.au/taxon/apni/51445577,https://id.biodiversity.org.au/name/apni/197119,Synaphea sp. Fairbridge Farm (D.Papenfus 696),1313,NA
Synaphea sp. Pinjarra (R. Davis 6578),Synaphea sp. Pinjarra (R.Davis 6578),Synaphea sp. Pinjarra (R.Davis 6578),Synaphea sp. Pinjarra (R.Davis 6578),Synaphea,Proteaceae,species,APC,accepted,accepted,Fuzzy match of taxon name to an APC-accepted canonical name once punctuation and filler words are removed (2024-08-16),aligned name accepted by APC,Magnoliidae,WA,Synaphea sp. Pinjarra (R.Davis 6578) WA Herbarium,https://id.biodiversity.org.au/node/apni/2902670,https://id.biodiversity.org.au/taxon/apni/51445577,https://id.biodiversity.org.au/name/apni/197122,Synaphea sp. Pinjarra (R.Davis 6578),1314,NA
Synaphea sp. Pinjarra Plain (A.S. George 17182),Synaphea sp. Pinjarra (R.Davis 6578),Synaphea sp. Pinjarra (R.Davis 6578),Synaphea sp. Pinjarra (R.Davis 6578),Synaphea,Proteaceae,species,APC,accepted,accepted,Exact match of the first two words of the taxon name to an APC-accepted canonical name (2024-08-16),aligned name accepted by APC,Magnoliidae,WA,Synaphea sp. Pinjarra (R.Davis 6578) WA Herbarium,https://id.biodiversity.org.au/node/apni/2902670,https://id.biodiversity.org.au/taxon/apni/51445577,https://id.biodiversity.org.au/name/apni/197122,Synaphea sp. Pinjarra (R.Davis 6578),1315,NA
Synaphea sp. Serpentine (G.R. Brand 103),Synaphea sp. Serpentine (G.R.Brand 103),Synaphea sp. Serpentine (G.R.Brand 103),Synaphea sp. Serpentine (G.R.Brand 103),Synaphea,Proteaceae,species,APC,accepted,accepted,Fuzzy match of taxon name to an APC-accepted canonical name once punctuation and filler words are removed (2024-08-16),aligned name accepted by APC,Magnoliidae,WA,Synaphea sp. Serpentine (G.R.Brand 103) WA Herbarium,https://id.biodiversity.org.au/taxon/apni/51445576,https://id.biodiversity.org.au/taxon/apni/51445577,https://id.biodiversity.org.au/name/apni/51445572,Synaphea sp. Serpentine (G.R.Brand 103),1316,NA
Synaphea stenoloba,Synaphea stenoloba,Synaphea stenoloba,Synaphea stenoloba,Synaphea,Proteaceae,species,APC,accepted,accepted,Exact match of taxon name to an APC-accepted canonical name once punctuation and filler words are removed (2024-08-16),aligned name accepted by APC,Magnoliidae,WA,Synaphea stenoloba A.S.George,https://id.biodiversity.org.au/node/apni/2914226,https://id.biodiversity.org.au/taxon/apni/51445577,https://id.biodiversity.org.au/name/apni/158745,Synaphea stenoloba,1317,NA
Syzygium hodgkinsoniae,Syzygium hodgkinsoniae,Syzygium hodgkinsoniae,Syzygium hodgkinsoniae,Syzygium,Myrtaceae,species,APC,accepted,accepted,Exact match of taxon name to an APC-accepted canonical name once punctuation and filler words are removed (2024-08-16),aligned name accepted by APC,Magnoliidae,"Qld, NSW",Syzygium hodgkinsoniae (F.Muell.) L.A.S.Johnson,https://id.biodiversity.org.au/node/apni/2915336,https://id.biodiversity.org.au/taxon/apni/51782571,https://id.biodiversity.org.au/name/apni/64727,Syzygium hodgkinsoniae,1318,NA
Syzygium moorei,Syzygium moorei,Syzygium moorei,Syzygium moorei,Syzygium,Myrtaceae,species,APC,accepted,accepted,Exact match of taxon name to an APC-accepted canonical name once punctuation and filler words are removed (2024-08-16),aligned name accepted by APC,Magnoliidae,"Qld, NSW",Syzygium moorei (F.Muell.) L.A.S.Johnson,https://id.biodiversity.org.au/node/apni/2894303,https://id.biodiversity.org.au/taxon/apni/51782571,https://id.biodiversity.org.au/name/apni/64787,Syzygium moorei,1319,NA
Syzygium paniculatum,Syzygium paniculatum,Syzygium paniculatum,Syzygium paniculatum,Syzygium,Myrtaceae,species,APC,accepted,accepted,Exact match of taxon name to an APC-accepted canonical name once punctuation and filler words are removed (2024-08-16),aligned name accepted by APC,Magnoliidae,NSW (native and naturalised),Syzygium paniculatum Gaertn.,https://id.biodiversity.org.au/taxon/apni/51440400,https://id.biodiversity.org.au/taxon/apni/51782571,https://id.biodiversity.org.au/name/apni/64806,Syzygium paniculatum,1320,NA
Syzygium velarum,Syzygium velarum,Syzygium velarum,Syzygium velarum,Syzygium,Myrtaceae,species,APC,accepted,accepted,Exact match of taxon name to an APC-accepted canonical name once punctuation and filler words are removed (2024-08-16),aligned name accepted by APC,Magnoliidae,Qld,Syzygium velarum B.Hyland,https://id.biodiversity.org.au/node/apni/2898315,https://id.biodiversity.org.au/taxon/apni/51782571,https://id.biodiversity.org.au/name/apni/154624,Syzygium velarum,1321,NA
Taeniophyllum norfolkianum,Taeniophyllum norfolkianum,Taeniophyllum norfolkianum,Taeniophyllum norfolkianum,Taeniophyllum,Orchidaceae,species,APC,accepted,accepted,Exact match of taxon name to an APC-accepted canonical name once punctuation and filler words are removed (2024-08-16),aligned name accepted by APC,Magnoliidae,NI,"Taeniophyllum norfolkianum D.L.Jones, B.Gray & M.A.Clem.",https://id.biodiversity.org.au/taxon/apni/51413728,https://id.biodiversity.org.au/taxon/apni/51442018,https://id.biodiversity.org.au/name/apni/201803,Taeniophyllum norfolkianum,1322,NA
Taraxacum cygnorum,Taraxacum cygnorum,Taraxacum cygnorum,Taraxacum cygnorum,Taraxacum,Asteraceae,species,APC,accepted,accepted,Exact match of taxon name to an APC-accepted canonical name once punctuation and filler words are removed (2024-08-16),aligned name accepted by APC,Magnoliidae,"WA (presumed extinct), SA, Vic, Tas",Taraxacum cygnorum Hand.-Mazz.,https://id.biodiversity.org.au/node/apni/2911871,https://id.biodiversity.org.au/taxon/apni/51748197,https://id.biodiversity.org.au/name/apni/80493,Taraxacum cygnorum,1323,NA
Tarennoidea wallichii,Tarennoidea wallichii,Tarennoidea wallichii,Tarennoidea wallichii,Tarennoidea,Rubiaceae,species,APC,accepted,accepted,Exact match of taxon name to an APC-accepted canonical name once punctuation and filler words are removed (2024-08-16),aligned name accepted by APC,Magnoliidae,NT,Tarennoidea wallichii (Hook.f.) Tirveng. & Sastre,https://id.biodiversity.org.au/node/apni/2910947,https://id.biodiversity.org.au/node/apni/2899200,https://id.biodiversity.org.au/name/apni/240166,Tarennoidea wallichii,1324,NA
Tasmannia glaucifolia,Tasmannia glaucifolia,Tasmannia glaucifolia,Tasmannia glaucifolia,Tasmannia,Winteraceae,species,APC,accepted,accepted,Exact match of taxon name to an APC-accepted canonical name once punctuation and filler words are removed (2024-08-16),aligned name accepted by APC,Magnoliidae,NSW,Tasmannia glaucifolia J.B.Williams,https://id.biodiversity.org.au/node/apni/2901226,https://id.biodiversity.org.au/node/apni/4522098,https://id.biodiversity.org.au/name/apni/81133,Tasmannia glaucifolia,1325,NA
Tectaria devexa,Tectaria devexa,Tectaria devexa,Tectaria devexa,Tectaria,Tectariaceae,species,APC,accepted,accepted,Exact match of taxon name to an APC-accepted canonical name once punctuation and filler words are removed (2024-08-16),aligned name accepted by APC,Polypodiidae,"ChI, Qld",Tectaria devexa (Kunze ex Mett.) Copel.,https://id.biodiversity.org.au/node/apni/2913955,https://id.biodiversity.org.au/taxon/apni/51447985,https://id.biodiversity.org.au/name/apni/83059,Tectaria devexa,1326,NA
Tecticornia bulbosa,Tecticornia bulbosa,Tecticornia bulbosa,Tecticornia bulbosa,Tecticornia,Chenopodiaceae,species,APC,accepted,accepted,Exact match of taxon name to an APC-accepted canonical name once punctuation and filler words are removed (2024-08-16),aligned name accepted by APC,Magnoliidae,WA,Tecticornia bulbosa (Paul G.Wilson) K.A.Sheph. & Paul G.Wilson,https://id.biodiversity.org.au/node/apni/2896564,https://id.biodiversity.org.au/taxon/apni/51760836,https://id.biodiversity.org.au/name/apni/207082,Tecticornia bulbosa,1327,NA
Tecticornia flabelliformis,Tecticornia flabelliformis,Tecticornia flabelliformis,Tecticornia flabelliformis,Tecticornia,Chenopodiaceae,species,APC,accepted,accepted,Exact match of taxon name to an APC-accepted canonical name once punctuation and filler words are removed (2024-08-16),aligned name accepted by APC,Magnoliidae,"WA, SA, Vic",Tecticornia flabelliformis (Paul G.Wilson) K.A.Sheph. & Paul G.Wilson,https://id.biodiversity.org.au/node/apni/2902861,https://id.biodiversity.org.au/taxon/apni/51760836,https://id.biodiversity.org.au/name/apni/207090,Tecticornia flabelliformis,1328,NA
Tephrosia leveillei,Tephrosia leveillei,Tephrosia flagellaris,Tephrosia flagellaris,Tephrosia,Fabaceae,species,APC,accepted,taxonomic synonym,Exact match of taxon name to an APC-known canonical name once punctuation and filler words are removed (2024-08-16),taxonomic synonym,Magnoliidae,Qld,Tephrosia flagellaris Domin,https://id.biodiversity.org.au/taxon/apni/51771188,https://id.biodiversity.org.au/taxon/apni/51770344,https://id.biodiversity.org.au/name/apni/57646,Tephrosia flagellaris,1329,NA
Tetraria australiensis,Tetraria australiensis,Tetraria australiensis,Tetraria australiensis,Tetraria,Cyperaceae,species,APC,accepted,accepted,Exact match of taxon name to an APC-accepted canonical name once punctuation and filler words are removed (2024-08-16),aligned name accepted by APC,Magnoliidae,WA,Tetraria australiensis C.B.Clarke,https://id.biodiversity.org.au/node/apni/2896718,https://id.biodiversity.org.au/taxon/apni/51283214,https://id.biodiversity.org.au/name/apni/73716,Tetraria australiensis,1330,NA
Tetratheca aphylla,Tetratheca aphylla,Tetratheca aphylla,Tetratheca aphylla,Tetratheca,Elaeocarpaceae,species,APC,accepted,accepted,Exact match of taxon name to an APC-accepted canonical name once punctuation and filler words are removed (2024-08-16),aligned name accepted by APC,Magnoliidae,WA,Tetratheca aphylla F.Muell.,https://id.biodiversity.org.au/node/apni/2915715,https://id.biodiversity.org.au/taxon/apni/51632281,https://id.biodiversity.org.au/name/apni/58567,Tetratheca aphylla,1331,NA
Tetratheca deltoidea,Tetratheca deltoidea,Tetratheca deltoidea,Tetratheca deltoidea,Tetratheca,Elaeocarpaceae,species,APC,accepted,accepted,Exact match of taxon name to an APC-accepted canonical name once punctuation and filler words are removed (2024-08-16),aligned name accepted by APC,Magnoliidae,WA,Tetratheca deltoidea Joy Thomps.,https://id.biodiversity.org.au/node/apni/2901540,https://id.biodiversity.org.au/taxon/apni/51632281,https://id.biodiversity.org.au/name/apni/58800,Tetratheca deltoidea,1332,NA
Tetratheca fasciculata,Tetratheca fasciculata,Tetratheca fasciculata,Tetratheca fasciculata,Tetratheca,Elaeocarpaceae,species,APC,accepted,accepted,Exact match of taxon name to an APC-accepted canonical name once punctuation and filler words are removed (2024-08-16),aligned name accepted by APC,Magnoliidae,WA,Tetratheca fasciculata Joy Thomps.,https://id.biodiversity.org.au/node/apni/2907427,https://id.biodiversity.org.au/taxon/apni/51632281,https://id.biodiversity.org.au/name/apni/59103,Tetratheca fasciculata,1333,NA
Tetratheca gunnii,Tetratheca gunnii,Tetratheca gunnii,Tetratheca gunnii,Tetratheca,Elaeocarpaceae,species,APC,accepted,accepted,Exact match of taxon name to an APC-accepted canonical name once punctuation and filler words are removed (2024-08-16),aligned name accepted by APC,Magnoliidae,Tas,Tetratheca gunnii Hook.f.,https://id.biodiversity.org.au/node/apni/2904922,https://id.biodiversity.org.au/taxon/apni/51632281,https://id.biodiversity.org.au/name/apni/59359,Tetratheca gunnii,1334,NA
Tetratheca harperi,Tetratheca harperi,Tetratheca harperi,Tetratheca harperi,Tetratheca,Elaeocarpaceae,species,APC,accepted,accepted,Exact match of taxon name to an APC-accepted canonical name once punctuation and filler words are removed (2024-08-16),aligned name accepted by APC,Magnoliidae,WA,Tetratheca harperi F.Muell.,https://id.biodiversity.org.au/node/apni/2896021,https://id.biodiversity.org.au/taxon/apni/51632281,https://id.biodiversity.org.au/name/apni/73251,Tetratheca harperi,1335,NA
Tetratheca juncea,Tetratheca juncea,Tetratheca juncea,Tetratheca juncea,Tetratheca,Elaeocarpaceae,species,APC,accepted,accepted,Exact match of taxon name to an APC-accepted canonical name once punctuation and filler words are removed (2024-08-16),aligned name accepted by APC,Magnoliidae,NSW,Tetratheca juncea Sm.,https://id.biodiversity.org.au/node/apni/2892190,https://id.biodiversity.org.au/taxon/apni/51632281,https://id.biodiversity.org.au/name/apni/73338,Tetratheca juncea,1336,NA
Tetratheca nephelioides,Tetratheca nephelioides,Tetratheca nephelioides,Tetratheca nephelioides,Tetratheca,Elaeocarpaceae,species,APC,accepted,accepted,Exact match of taxon name to an APC-accepted canonical name once punctuation and filler words are removed (2024-08-16),aligned name accepted by APC,Magnoliidae,WA,Tetratheca nephelioides R.Butcher,https://id.biodiversity.org.au/node/apni/2890511,https://id.biodiversity.org.au/taxon/apni/51632281,https://id.biodiversity.org.au/name/apni/201359,Tetratheca nephelioides,1337,NA
Tetratheca paynterae,Tetratheca paynterae,Tetratheca paynterae,Tetratheca paynterae,Tetratheca,Elaeocarpaceae,species,APC,accepted,accepted,Exact match of taxon name to an APC-accepted canonical name once punctuation and filler words are removed (2024-08-16),aligned name accepted by APC,Magnoliidae,WA,Tetratheca paynterae Alford,https://id.biodiversity.org.au/node/apni/2915039,https://id.biodiversity.org.au/taxon/apni/51632281,https://id.biodiversity.org.au/name/apni/154682,Tetratheca paynterae,1338,NA
Thelymitra adorata,Thelymitra adorata,Thelymitra adorata,Thelymitra adorata,Thelymitra,Orchidaceae,species,APC,accepted,accepted,Exact match of taxon name to an APC-accepted canonical name once punctuation and filler words are removed (2024-08-16),aligned name accepted by APC,Magnoliidae,NSW,Thelymitra adorata Jeanes,https://id.biodiversity.org.au/taxon/apni/51414212,https://id.biodiversity.org.au/taxon/apni/51631246,https://id.biodiversity.org.au/name/apni/233691,Thelymitra adorata,1339,NA
Thelymitra cyanapicata,Thelymitra cyanapicata,Thelymitra cyanapicata,Thelymitra cyanapicata,Thelymitra,Orchidaceae,species,APC,accepted,accepted,Exact match of taxon name to an APC-accepted canonical name once punctuation and filler words are removed (2024-08-16),aligned name accepted by APC,Magnoliidae,SA,Thelymitra cyanapicata Jeanes,https://id.biodiversity.org.au/taxon/apni/51414268,https://id.biodiversity.org.au/taxon/apni/51631246,https://id.biodiversity.org.au/name/apni/189573,Thelymitra cyanapicata,1340,NA
Thelymitra dedmaniarum,Thelymitra dedmaniarum,Thelymitra dedmaniarum,Thelymitra dedmaniarum,Thelymitra,Orchidaceae,species,APC,accepted,accepted,Exact match of taxon name to an APC-accepted canonical name once punctuation and filler words are removed (2024-08-16),aligned name accepted by APC,Magnoliidae,WA,Thelymitra dedmaniarum R.S.Rogers,https://id.biodiversity.org.au/taxon/apni/51414272,https://id.biodiversity.org.au/taxon/apni/51631246,https://id.biodiversity.org.au/name/apni/164131,Thelymitra dedmaniarum,1341,NA
Thelymitra epipactoides,Thelymitra epipactoides,Thelymitra epipactoides,Thelymitra epipactoides,Thelymitra,Orchidaceae,species,APC,accepted,accepted,Exact match of taxon name to an APC-accepted canonical name once punctuation and filler words are removed (2024-08-16),aligned name accepted by APC,Magnoliidae,"SA, Vic",Thelymitra epipactoides F.Muell.,https://id.biodiversity.org.au/taxon/apni/51414274,https://id.biodiversity.org.au/taxon/apni/51631246,https://id.biodiversity.org.au/name/apni/115218,Thelymitra epipactoides,1342,NA
Thelymitra hygrophila,Thelymitra hygrophila,Thelymitra hygrophila,Thelymitra hygrophila,Thelymitra,Orchidaceae,species,APC,accepted,accepted,Exact match of taxon name to an APC-accepted canonical name once punctuation and filler words are removed (2024-08-16),aligned name accepted by APC,Magnoliidae,SA,Thelymitra hygrophila R.J.Bates,https://id.biodiversity.org.au/taxon/apni/51414306,https://id.biodiversity.org.au/taxon/apni/51631246,https://id.biodiversity.org.au/name/apni/230259,Thelymitra hygrophila,1343,NA
Thelymitra jonesii,Thelymitra jonesii,Thelymitra jonesii,Thelymitra jonesii,Thelymitra,Orchidaceae,species,APC,accepted,accepted,Exact match of taxon name to an APC-accepted canonical name once punctuation and filler words are removed (2024-08-16),aligned name accepted by APC,Magnoliidae,Tas,Thelymitra jonesii Jeanes,https://id.biodiversity.org.au/taxon/apni/51414324,https://id.biodiversity.org.au/taxon/apni/51631246,https://id.biodiversity.org.au/name/apni/178902,Thelymitra jonesii,1344,NA
Thelymitra kangaloonica,Thelymitra kangaloonica,Thelymitra kangaloonica,Thelymitra kangaloonica,Thelymitra,Orchidaceae,species,APC,accepted,accepted,Exact match of taxon name to an APC-accepted canonical name once punctuation and filler words are removed (2024-08-16),aligned name accepted by APC,Magnoliidae,NSW,Thelymitra kangaloonica Jeanes,https://id.biodiversity.org.au/taxon/apni/51414328,https://id.biodiversity.org.au/taxon/apni/51631246,https://id.biodiversity.org.au/name/apni/233692,Thelymitra kangaloonica,1345,NA
Thelymitra mackibbinii,Thelymitra mackibbinii,Thelymitra mackibbinii,Thelymitra mackibbinii,Thelymitra,Orchidaceae,species,APC,accepted,accepted,Exact match of taxon name to an APC-accepted canonical name once punctuation and filler words are removed (2024-08-16),aligned name accepted by APC,Magnoliidae,"SA, Vic",Thelymitra mackibbinii F.Muell.,https://id.biodiversity.org.au/taxon/apni/51414342,https://id.biodiversity.org.au/taxon/apni/51631246,https://id.biodiversity.org.au/name/apni/115815,Thelymitra mackibbinii,1346,NA
Thelymitra matthewsii,Thelymitra matthewsii,Thelymitra matthewsii,Thelymitra matthewsii,Thelymitra,Orchidaceae,species,APC,accepted,accepted,Exact match of taxon name to an APC-accepted canonical name once punctuation and filler words are removed (2024-08-16),aligned name accepted by APC,Magnoliidae,"SA, Vic",Thelymitra matthewsii Cheeseman,https://id.biodiversity.org.au/taxon/apni/51414354,https://id.biodiversity.org.au/taxon/apni/51631246,https://id.biodiversity.org.au/name/apni/115881,Thelymitra matthewsii,1347,NA
