taxon_name,suggested_name,EPBCA sp. name,EPBCA status,taxon_distribution,EPBCA no.,species,EPBCA common name,Group,taxon_group,EBPCA_Status,EPBCA_not_extinct,Other sci names,Listing date,listing criteria/,1,2,3,4,5,assessment notes,other notes,accepted_name
Pterostylis cucullata,Pterostylis cucullata,Pterostylis cucullata,Vulnerable,"SA, Vic, Tas",15459,1,Leafy Greenhood,Plant,1,VU,1,NA,7/16/2000,NO,NA,NA,NA,NA,NA,NA,NA,Pterostylis cucullata
Pterostylis despectans,Pterostylis despectans,Pterostylis despectans,Endangered,"SA, NSW, Vic",6272,1,Lowly Greenhood,Plant,1,EN,1,NA,7/16/2000,NO,NA,NA,NA,NA,NA,NA,NA,Pterostylis despectans
Pterostylis gibbosa,Pterostylis gibbosa,Pterostylis gibbosa,Endangered,NSW,4562,1,"Illawarra Greenhood, Rufa Greenhood, Pouched Greenhood",Plant,1,EN,1,NA,7/16/2000,NO,NA,NA,NA,NA,NA,NA,NA,Pterostylis gibbosa
Pterostylis lepida,Pterostylis lepida,Pterostylis lepida,Endangered,SA,86227,1,Halbury Greenhood,Plant,1,EN,1,NA,7/16/2000,NO,NA,NA,NA,NA,NA,NA,NA,Pterostylis lepida
Pterostylis mirabilis,Pterostylis mirabilis,Pterostylis mirabilis,Vulnerable,SA,86228,1,Nodding Rufoushood,Plant,1,VU,1,Pterostylis sp. Eyre Peninsula (R. Bates 19474),7/16/2000,NO,NA,NA,NA,NA,NA,NA,NA,Pterostylis mirabilis
Pterostylis oreophila,Pterostylis oreophila,Pterostylis oreophila,Critically Endangered,"NSW, ACT, Vic",22903,1,"Blue-tongued Orchid, Kiandra Greenhood",Plant,1,CR,1,NA,5/3/2012,YES,not eligible,CR,CR,EN,not eligible,NA,NA,Pterostylis oreophila
Pterostylis pratensis,Pterostylis pratensis,Pterostylis pratensis,Vulnerable,Tas,66896,1,Liawenee Greenhood,Plant,1,VU,1,NA,10/16/2001,YES,Insufficient info,not eligible,not eligible,VU,Insufficient info,NA,NA,Pterostylis pratensis
Pterostylis psammophila,Pterostylis psammophila,Pterostylis psammophila,Critically Endangered,SA,86649,1,Two-bristle Greenhood,Plant,1,CR,1,NA,5/5/2016,YES,CR [A2 (a) (b)],CR [B1 B2 (a) (b) (i-v)],CR [C1],EN,Insufficient info,NA,NA,Pterostylis psammophila
Pterostylis pulchella,Pterostylis pulchella,Pterostylis pulchella,Vulnerable,NSW,6448,1,Pretty Greenhood,Plant,1,VU,1,NA,7/16/2000,NO,NA,NA,NA,NA,NA,NA,NA,Pterostylis pulchella
Pterostylis rubenachii,Pterostylis rubenachii,Pterostylis rubenachii,Endangered,Tas,64536,1,Arthur River Greenhood,Plant,1,EN,1,NA,7/16/2000,NO,NA,NA,NA,NA,NA,NA,NA,Pterostylis rubenachii
Pterostylis saxicola,Pterostylis saxicola,Pterostylis saxicola,Endangered,NSW,64537,1,Sydney Plains Greenhood,Plant,1,EN,1,NA,7/16/2000,NO,NA,NA,NA,NA,NA,NA,NA,Pterostylis saxicola
Pterostylis sinuata,Pterostylis sinuata,Pterostylis sinuata,Endangered,WA,84991,1,"Northampton Midget Greenhood, Western Swan Grrenhood",Plant,1,EN,1,NA,7/16/2000,NO,NA,NA,NA,NA,NA,NA,NA,Pterostylis sinuata
Pterostylis sp. Botany Bay (A.Bishop J221/1-13),Pterostylis sp. Botany Bay (A.Bishop J221/1-13),Pterostylis sp. Botany Bay (A.Bishop J221/1-13),Endangered,NSW,64965,1,"Botany Bay Bearded Greenhood, Botany Bay Bearded Orchid",Plant,1,EN,1,NA,7/16/2000,NO,NA,NA,NA,NA,NA,NA,NA,Pterostylis sp. Botany Bay (A.Bishop J221/1-13)
Pterostylis sp. Hale (R.Bates 21725),Pterostylis sp. Hale (R.Bates 21725),Pterostylis sp. Hale (R.Bates 21725),Endangered,SA,64539,1,Hale Dwarf Greenhood,Plant,1,EN,1,NA,7/16/2000,NO,NA,NA,NA,NA,NA,NA,NA,Pterostylis sp. Hale (R.Bates 21725)
Pterostylis tenuissima,Pterostylis tenuissima,Pterostylis tenuissima,Vulnerable,"SA, Vic",13139,1,"Swamp Greenhood, Dainty Swamp Orchid",Plant,1,VU,1,NA,7/16/2000,NO,NA,NA,NA,NA,NA,NA,NA,Pterostylis tenuissima
Pterostylis valida,Pterostylis valida,Pterostylis valida,Critically Endangered,Vic,64598,1,Robust Greenhood,Plant,1,CR,1,NA,9/30/2011,YES,not eligible,CR,EN,VU,not eligible,NA,NA,Pterostylis valida
Pterostylis vernalis,Pterostylis vernalis,Pterostylis vernalis,Critically Endangered,NSW,84711,1,Halbury Rustyhood,Plant,1,CR,1,NA,2/12/2010,YES,not eligible,CR,EN,VU,not eligible,NA,NA,Pterostylis vernalis
Pterostylis wapstrarum,Pterostylis wapstrarum,Pterostylis wapstrarum,Critically Endangered,Tas,66694,1,Fleshy Greenhood,Plant,1,CR,1,NA,10/16/2001,YES,Insufficient info,CR,CR,EN,Insufficient info,NA,NA,Pterostylis wapstrarum
Pterostylis x aenigma,Pterostylis x aenigma,Pterostylis X aenigma,Endangered,Vic,82697,0,Enigmatic Greenhood,Plant,1,EN,1,NA,7/16/2000,NO,NA,NA,NA,NA,NA,NA,NA,Pterostylis x aenigma
Pterostylis xerophila,Pterostylis xerophila,Pterostylis xerophila,Vulnerable,"SA, Vic",7997,1,Desert Greenhood,Plant,1,VU,1,NA,7/16/2000,NO,NA,NA,NA,NA,NA,NA,NA,Pterostylis xerophila
Pterostylis ziegeleri,Pterostylis ziegeleri,Pterostylis ziegeleri,Vulnerable,Tas,64971,1,"Grassland Greenhood, Cape Portland Greenhood",Plant,1,VU,1,NA,11/26/2008,YES,Insufficient info,VU,Insufficient info,not eligible,Insufficient info,NA,NA,Pterostylis ziegeleri
Ptilotus beckerianus,Ptilotus beckerianus,Ptilotus beckerianus,Vulnerable,SA,3787,1,Ironstone Mulla Mulla,Plant,1,VU,1,NA,7/16/2000,NO,NA,NA,NA,NA,NA,NA,NA,Ptilotus beckerianus
Ptilotus pyramidatus,Ptilotus pyramidatus,Ptilotus pyramidatus,Critically Endangered,WA,18216,1,Pyramid Mulla-mulla,Plant,1,CR,1,NA,12/12/2013,YES,Insufficient info,"CR [B1, B2 (a), (b)(iii)]",CR [C2 (a)(ii)],EN,Insufficient info,NA,NA,Ptilotus pyramidatus
Ptychosema pusillum,Ptychosema pusillum,Ptychosema pusillum,Vulnerable,WA,11268,1,Dwarf Pea,Plant,1,VU,1,NA,7/16/2000,NO,NA,NA,NA,NA,NA,NA,NA,Ptychosema pusillum
Pultenaea aristata,Pultenaea aristata,Pultenaea aristata,Vulnerable,NSW,18062,1,NA,Plant,1,VU,1,NA,7/16/2000,NO,NA,NA,NA,NA,NA,NA,NA,Pultenaea aristata
Pultenaea baeuerlenii,Pultenaea baeuerlenii,Pultenaea baeuerlenii,Endangered,NSW,13130,1,Budawangs Bush-pea,Plant,1,EN,1,NA,9/7/2023,YES,Insufficient info,"EN (B1ab(i,ii,iv,v) +B2ab(i,ii,iv,v))",Insufficient info,VU,Insufficient info,NA,NA,Pultenaea baeuerlenii
Pultenaea elusa,Pultenaea elusa,Pultenaea elusa,Endangered,NSW,78990,1,Elusive Bush-pea,Plant,1,EN,1,P. parrisiae subsp. elusa,7/16/2000,NO,NA,NA,NA,NA,NA,NA,NA,Pultenaea elusa
Pultenaea glabra,Pultenaea glabra,Pultenaea glabra,Vulnerable,NSW,11887,1,"Smooth Bush-pea, Swamp Bush-pea",Plant,1,VU,1,NA,7/16/2000,NO,NA,NA,NA,NA,NA,NA,NA,Pultenaea glabra
Pultenaea maidenii,Pultenaea maidenii,Pultenaea maidenii,Extinct,Vic (presumed extinct),2869,1,Maiden's Bush-pea,Plant,1,EX,NA,NA,7/16/2000,EX,NA,NA,NA,NA,NA,NA,NA,Pultenaea maidenii
Pultenaea parrisiae,Pultenaea parrisiae,Pultenaea parrisiae,Vulnerable,"NSW, Vic",56699,1,NA,Plant,1,VU,1,Pultenaea parrisiae subsp. parrisiae,7/16/2000,NO,NA,NA,NA,NA,NA,NA,NA,Pultenaea parrisiae
Pultenaea parviflora,Pultenaea parviflora,Pultenaea parviflora,Vulnerable,NSW,19380,1,NA,Plant,1,VU,1,NA,7/16/2000,NO,NA,NA,NA,NA,NA,NA,NA,Pultenaea parviflora
Pultenaea pauciflora,Pultenaea pauciflora,Pultenaea pauciflora,Vulnerable,WA,14013,1,Narrogin Pea,Plant,1,VU,1,NA,7/16/2000,NO,NA,NA,NA,NA,NA,NA,NA,Pultenaea pauciflora
Pultenaea setulosa,Pultenaea setulosa,Pultenaea setulosa,Vulnerable,Qld,2705,1,NA,Plant,1,VU,1,NA,7/16/2000,NO,NA,NA,NA,NA,NA,NA,NA,Pultenaea setulosa
Pultenaea sp. Genowlan Point (NSW 417813),Pultenaea sp. Genowlan Point (NSW 417813),Pultenaea sp. Genowlan Point (NSW 417813),Critically Endangered,NSW,87188,1,"Genowlan Point Pultenaea, Genowlan Pultenaea",Plant,1,CR,1,Pultenaea praecipua subsp. praecipua,12/15/2004,YES,not eligible,CR,CR,EN,not eligible,NA,NA,Pultenaea sp. Genowlan Point (NSW 417813)
Pultenaea trichophylla,Pultenaea trichophylla,Pultenaea trichophylla,Endangered,SA,12715,1,Tufted Bush-pea,Plant,1,EN,1,NA,12/1/2009,YES,not eligible,EN,not eligible,not eligible,not eligible,NA,NA,Pultenaea trichophylla
Pultenaea villifera var. glabrescens,Pultenaea villifera var. glabrescens,Pultenaea villifera var. glabrescens,Vulnerable,SA,10271,0,"Yellow Bush-pea, Splendid Bush-pea",Plant,1,VU,1,NA,7/16/2000,NO,NA,NA,NA,NA,NA,NA,NA,Pultenaea villifera var. glabrescens
Pultenaea williamsoniana,Pultenaea williamsoniana,Pultenaea williamsoniana,Vulnerable,Vic,5061,1,Williamsons Bush-pea,Plant,1,VU,1,NA,7/16/2000,NO,NA,NA,NA,NA,NA,NA,NA,Pultenaea williamsoniana
Randia moorei,Randia moorei,Randia moorei,Endangered,"Qld, NSW",10577,1,Spiny Gardenia,Plant,1,EN,1,NA,7/16/2000,NO,NA,NA,NA,NA,NA,NA,NA,Randia moorei
Ranunculus anemoneus,Ranunculus anemoneus,Ranunculus anemoneus,Vulnerable,NSW,14889,1,Anemone Buttercup,Plant,1,VU,1,NA,7/16/2000,NO,NA,NA,NA,NA,NA,NA,NA,Ranunculus anemoneus
Ranunculus prasinus,Ranunculus prasinus,Ranunculus prasinus,Endangered,Tas,4862,1,"Midlands Buttercup, Tunbridge Buttercup",Plant,1,EN,1,NA,7/16/2000,NO,NA,NA,NA,NA,NA,NA,NA,Ranunculus prasinus
Reedia spathacea,Reedia spathacea,Reedia spathacea,Critically Endangered,WA,2995,1,Reedia,Plant,1,CR,1,NA,1/7/2009,YES,EN,CR,not eligible,not eligible,not eligible,NA,NA,Reedia spathacea
Rhagodia acicularis,Rhagodia acicularis,Rhagodia acicularis,Vulnerable,WA,11145,1,Wongan Rhagodia,Plant,1,VU,1,NA,7/16/2000,NO,NA,NA,NA,NA,NA,NA,NA,Rhagodia acicularis
Rhaphidospora bonneyana,Rhaphidospora bonneyana,Rhaphidospora bonneyana,Vulnerable,"Qld, NSW (presumed extinct)",8029,1,NA,Plant,1,VU,1,Justicia bonneyana,7/16/2000,YES,Insufficient info,Insufficient info,Insufficient info,Insufficient info,Insufficient info,"re-assessed in 2012, and status retained",NA,Rhaphidospora bonneyana
Leuzea australis,Leuzea australis,Rhaponticum australe,Vulnerable,"Qld, NSW (presumed extinct), Vic (presumed extinct)",22647,1,"Austral Cornflower, Native Thistle",Plant,1,VU,1,Stemmacantha australis,7/16/2000,NO,NA,NA,NA,NA,NA,NA,NA,Leuzea australis
Rhinerrhizopsis matutina,Rhinerrhizopsis matutina,Rhinerrhizopsis matutina,Vulnerable,Qld,82846,1,NA,Plant,1,VU,1,NA,7/16/2000,YES,Insufficient info,not eligible,Insufficient info,Insufficient info,Insufficient info,"re-assessed in 2012, and status retained",NA,Rhinerrhizopsis matutina
Rhizanthella gardneri,Rhizanthella gardneri,Rhizanthella gardneri,Critically Endangered,WA,20109,1,"Western Underground Orchid, Underground Orchid",Plant,1,CR,1,NA,9/25/2020,YES,Insufficient info,Insufficient info,CR (C1+2a(i),CR,Insufficient info,NA,NA,Rhizanthella gardneri
Rhizanthella johnstonii,Rhizanthella johnstonii,Rhizanthella johnstonii,Critically Endangered,WA,89853,1,South Coast Underground Orchid,Plant,1,CR,1,NA,9/25/2020,YES,Insufficient info,"CR(B1ab(iii), B2ab(iii))",not eligible,EN,Insufficient info,NA,NA,Rhizanthella johnstonii
Rhizanthella slateri,Rhizanthella slateri,Rhizanthella slateri,Endangered,NSW,11768,1,Eastern Underground Orchid,Plant,1,EN,1,NA,12/18/2007,YES,Insufficient info,Insufficient info,Insufficient info,EN,Insufficient info,NA,NA,Rhizanthella slateri
Rhodamnia angustifolia,Rhodamnia angustifolia,Rhodamnia angustifolia,Critically Endangered,Qld,84816,1,Narrow-leaved Malletwood,Plant,1,CR,1,NA,3/20/2023,YES,Insufficient info,"CR(B1+B2ab(I,ii,iii,iv))","CR(C2a(i,ii))",CR,Insufficient info,NA,NA,Rhodamnia angustifolia
Rhodamnia longisepala,Rhodamnia longisepala,Rhodamnia longisepala,Critically Endangered,Qld,84817,1,NA,Plant,1,CR,1,NA,3/20/2023,YES,Insufficient info,"CR(B1+B2ab(iii,iv))","CR(C2a(i,ii))",CR,Insufficient info,NA,NA,Rhodamnia longisepala
Rhodamnia maideniana,Rhodamnia maideniana,Rhodamnia maideniana,Critically Endangered,"Qld, NSW",20665,1,Smooth Scrub Turpentine,Plant,1,CR,1,NA,3/20/2023,YES,CR(A3e),"EN(B1+2ab(I,ii,iii,iv))",Insufficient info,VU,Insufficient info,NA,NA,Rhodamnia maideniana
Rhodamnia rubescens,Rhodamnia rubescens,Rhodamnia rubescens,Critically Endangered,"Qld, NSW",15763,1,"Scrub Turpentine, Brown Malletwood",Plant,1,CR,1,NA,12/11/2020,YES,CR(A3e),NA,NA,NA,NA,NA,NA,Rhodamnia rubescens
Rhodomyrtus psidioides,Rhodomyrtus psidioides,Rhodomyrtus psidioides,Critically Endangered,"Qld, NSW",19162,1,Native Guava,Plant,1,CR,1,NA,12/12/2020,YES,CR (A3e),not eligible,not eligible,not eligible,Insufficient info,NA,NA,Rhodomyrtus psidioides
Ricinocarpos brevis,Ricinocarpos brevis,Ricinocarpos brevis,Endangered,WA,82879,1,NA,Plant,1,EN,1,NA,8/19/2010,YES,EN,EN,VU,not eligible,not eligible,NA,NA,Ricinocarpos brevis
Ricinocarpos gloria-medii,Ricinocarpos gloria-medii,Ricinocarpos gloria-medii,Vulnerable,NT,6525,1,Glory of the Centre,Plant,1,VU,1,NA,7/16/2000,NO,NA,NA,NA,NA,NA,NA,NA,Ricinocarpos gloria-medii
Ricinocarpos trichophorus,Ricinocarpos trichophorus,Ricinocarpos trichophorus,Endangered,WA,19931,1,Barrens Wedding Bush,Plant,1,EN,1,NA,7/16/2000,NO,NA,NA,NA,NA,NA,NA,NA,Ricinocarpos trichophorus
Ristantia gouldii,Ristantia gouldii,Ristantia gouldii,Vulnerable,Qld,18776,1,NA,Plant,1,VU,1,NA,7/16/2000,NO,NA,NA,NA,NA,NA,NA,NA,Ristantia gouldii
Romnalda strobilacea,Romnalda strobilacea,Romnalda strobilacea,Vulnerable,Qld,5948,1,NA,Plant,1,VU,1,NA,7/16/2000,NO,NA,NA,NA,NA,NA,NA,NA,Romnalda strobilacea
Roycea pycnophylloides,Roycea pycnophylloides,Roycea pycnophylloides,Endangered,WA,21161,1,Saltmat,Plant,1,EN,1,NA,7/16/2000,NO,NA,NA,NA,NA,NA,NA,NA,Roycea pycnophylloides
Rutidosis heterogama,Rutidosis heterogama,Rutidosis heterogama,Vulnerable,NSW,13132,1,Heath Wrinklewort,Plant,1,VU,1,NA,7/16/2000,NO,NA,NA,NA,NA,NA,NA,NA,Rutidosis heterogama
Rutidosis leiolepis,Rutidosis leiolepis,Rutidosis leiolepis,Vulnerable,NSW,21490,1,Monaro Golden Daisy,Plant,1,VU,1,NA,7/16/2000,NO,NA,NA,NA,NA,NA,NA,NA,Rutidosis leiolepis
Rutidosis leptorhynchoides,Rutidosis leptorhynchoides,Rutidosis leptorhynchoides,Endangered,"NSW, ACT, Vic",7384,1,Button Wrinklewort,Plant,1,EN,1,Rutidosis leptorrhynchoides,7/16/2000,NO,NA,NA,NA,NA,NA,NA,NA,Rutidosis leptorhynchoides
Rytidosperma pumilum,Rytidosperma pumilum,Rytidosperma pumilum,Vulnerable,NSW,66716,1,Feldmark Grass,Plant,1,VU,1,NA,7/16/2000,NO,NA,NA,NA,NA,NA,NA,NA,Rytidosperma pumilum
Sagina diemensis,Sagina diemensis,Sagina diemensis,Endangered,Tas,64974,1,Pearlwort,Plant,1,EN,1,NA,11/26/2008,YES,Insufficient info,EN,Insufficient info,EN,Insufficient info,NA,NA,Sagina diemensis
Samadera bidwillii,Samadera bidwillii,Samadera bidwillii,Vulnerable,Qld,29708,1,Quassia,Plant,1,VU,1,Quassia bidwillii,7/16/2000,NO,NA,NA,NA,NA,NA,NA,NA,Samadera bidwillii
Samadera sp. Moonee Creek (J.King s.n. Nov. 1949),Samadera sp. Moonee Creek (J.King s.n. Nov. 1949),Samadera sp. Moonee Creek (J.King s.n. Nov. 1949),Endangered,NSW,86885,1,NA,Plant,1,EN,1,NA,7/16/2000,NO,NA,NA,NA,NA,NA,NA,NA,Samadera sp. Moonee Creek (J.King s.n. Nov. 1949)
Sankowskya stipularis,Sankowskya stipularis,Sankowskya stipularis,Endangered,Qld,64699,1,NA,Plant,1,EN,1,NA,7/16/2000,NO,NA,NA,NA,NA,NA,NA,NA,Sankowskya stipularis
Sannantha crenulata,Sannantha crenulata,Sannantha crenulata,Vulnerable,Vic,83096,1,Fern-leaf Baeckea,Plant,1,VU,1,NA,7/16/2000,NO,NA,NA,NA,NA,NA,NA,NA,Sannantha crenulata
Sannantha tozerensis,Sannantha tozerensis,Sannantha tozerensis,Vulnerable,Qld,83204,1,a shrub,Plant,1,VU,1,Babingtonia tozerensis,7/16/2000,NO,NA,NA,NA,NA,NA,NA,NA,Sannantha tozerensis
Sarcochilus fitzgeraldii,Sarcochilus fitzgeraldii,Sarcochilus fitzgeraldii,Vulnerable,"Qld, NSW",19131,1,Ravine Orchid,Plant,1,VU,1,NA,7/16/2000,NO,NA,NA,NA,NA,NA,NA,NA,Sarcochilus fitzgeraldii
Sarcochilus hartmannii,Sarcochilus hartmannii,Sarcochilus hartmannii,Vulnerable,"Qld, NSW",4124,1,"Waxy Sarcochilus, Blue Knob Orchid",Plant,1,VU,1,NA,7/16/2000,NO,NA,NA,NA,NA,NA,NA,NA,Sarcochilus hartmannii
Sarcochilus hirticalcar,Sarcochilus hirticalcar,Sarcochilus hirticalcar,Vulnerable,Qld,11388,1,NA,Plant,1,VU,1,NA,7/16/2000,NO,NA,NA,NA,NA,NA,NA,NA,Sarcochilus hirticalcar
Sarcochilus weinthalii,Sarcochilus weinthalii,Sarcochilus weinthalii,Vulnerable,"Qld, NSW",12673,1,"Blotched Sarcochilus, Weinthals Sarcanth",Plant,1,VU,1,NA,7/16/2000,NO,NA,NA,NA,NA,NA,NA,NA,Sarcochilus weinthalii
Scaevola macrophylla,Scaevola macrophylla,Scaevola macrophylla,Critically Endangered,WA,11806,1,Large-flowered Scaevola,Plant,1,CR,1,NA,8/19/2010,YES,CR,CR,not eligible,CR,not eligible,NA,NA,Scaevola macrophylla
Schoenia filifolia subsp. subulifolia,Schoenia filifolia subsp. subulifolia,Schoenia filifolia subsp. subulifolia,Endangered,WA,63904,0,Mingenew Everlasting,Plant,1,EN,1,NA,1/8/2009,YES,Insufficient info,EN,Insufficient info,not eligible,Insufficient info,NA,NA,Schoenia filifolia subsp. subulifolia
Sclerolaena blakei,Sclerolaena blakei,Sclerolaena blakei,Vulnerable,Qld,5706,1,NA,Plant,1,VU,1,NA,7/16/2000,NO,NA,NA,NA,NA,NA,NA,NA,Sclerolaena blakei
Sclerolaena napiformis,Sclerolaena napiformis,Sclerolaena napiformis,Endangered,"NSW, Vic",11742,1,Turnip Copperburr,Plant,1,EN,1,NA,7/16/2000,NO,NA,NA,NA,NA,NA,NA,NA,Sclerolaena napiformis
Sclerolaena walkeri,Sclerolaena walkeri,Sclerolaena walkeri,Vulnerable,Qld,16152,1,NA,Plant,1,VU,1,NA,7/16/2000,NO,NA,NA,NA,NA,NA,NA,NA,Sclerolaena walkeri
Selaginella andrewsii,Selaginella andrewsii,Selaginella andrewsii,Vulnerable,Qld,67901,1,Tallebudgera spikemoss,Plant,1,VU,1,NA,2/23/2013,YES,Insufficient info,not eligible,not eligible,VU,Insufficient info,NA,NA,Selaginella andrewsii
Senecio australis,Senecio australis,Senecio australis,Vulnerable,NI,40250,1,a daisy,Plant,1,VU,1,NA,11/25/2003,YES,Insufficient info,Insufficient info,Insufficient info,VU,Insufficient info,NA,NA,Senecio australis
Senecio behrianus,Senecio behrianus,Senecio behrianus,Endangered,Vic,14030,1,Stiff Groundsel,Plant,1,EN,1,NA,7/16/2000,NO,NA,NA,NA,NA,NA,NA,NA,Senecio behrianus
Senecio evansianus,Senecio evansianus,Senecio evansianus,Endangered,NI,55340,1,a daisy,Plant,1,EN,1,NA,11/25/2003,YES,Insufficient info,Insufficient info,Insufficient info,EN,Insufficient info,NA,NA,Senecio evansianus
Senecio georgianus ,Senecio georgianus [alternative possible names: Senecio helichrysoides (pro parte misapplied) | Senecio multicaulis subsp. multicaulis (misapplied)],Senecio georgianus,Extinct,NSW (presumed extinct),12873,1,Grey Groundsel,Plant,1,EX,NA,NA,7/16/2000,EX,NA,NA,NA,NA,NA,NA,NA,Senecio georgianus
Senecio hooglandii,Senecio hooglandii,Senecio hooglandii,Vulnerable,NI,55346,1,a daisy,Plant,1,VU,1,NA,11/25/2003,YES,Insufficient info,Insufficient info,Insufficient info,VU,Insufficient info,NA,NA,Senecio hooglandii
Senecio macrocarpus,Senecio macrocarpus,Senecio macrocarpus,Vulnerable,"SA, NSW, Vic, Tas (presumed extinct)",16333,1,"Large-fruit Fireweed, Large-fruit Groundsel",Plant,1,VU,1,NA,7/16/2000,NO,NA,NA,NA,NA,NA,NA,NA,Senecio macrocarpus
Senecio megaglossus,Senecio megaglossus,Senecio megaglossus,Vulnerable,SA,13374,1,Superb Groundsel,Plant,1,VU,1,NA,7/16/2000,NO,NA,NA,NA,NA,NA,NA,NA,Senecio megaglossus
Senecio psilocarpus,Senecio psilocarpus,Senecio psilocarpus,Vulnerable,"SA, Vic, Tas",64976,1,"Swamp Fireweed, Smooth-fruited Groundsel",Plant,1,VU,1,NA,7/16/2000,NO,NA,NA,NA,NA,NA,NA,NA,Senecio psilocarpus
Seringia exastia,Seringia exastia,Seringia exastia,Critically Endangered,"WA, NT, SA",88920,1,Fringed Fire-bush,Plant,1,CR,1,Keraudrenia exastia,12/24/2009,YES,not eligible,CR,EN,VU,not eligible,NA,NA,Seringia exastia
Solanum bauerianum,Solanum bauerianum,Solanum bauerianum,Extinct,"LHI (presumed extinct), NI (presumed extinct)",13657,1,Bridal Flower,Plant,1,EX,NA,NA,5/11/2018,EX,NA,NA,NA,NA,NA,NA,NA,Solanum bauerianum
Solanum dissectum,Solanum dissectum,Solanum dissectum,Endangered,Qld,75720,1,NA,Plant,1,EN,1,NA,12/7/2016,YES,Insufficient info,"EN [B2,(a),(b),(ii),(iii),(v)]",Insufficient info,Insufficient info,Insufficient info,NA,NA,Solanum dissectum
Solanum dunalianum,Solanum dunalianum,Solanum dunalianum,Vulnerable,Qld,13819,1,NA,Plant,1,VU,1,NA,7/16/2000,NO,NA,NA,NA,NA,NA,NA,NA,Solanum dunalianum
Solanum graniticum,Solanum graniticum,Solanum graniticum,Endangered,Qld,84819,1,Granite Nightshade,Plant,1,EN,1,NA,12/8/2021,YES,Insufficient info,"EN [B2a,b(iii,v),c(i-iv)]","EN [C2a(i),b]",VU,Insufficient info,NA,NA,Solanum graniticum
Solanum johnsonianum,Solanum johnsonianum,Solanum johnsonianum,Endangered,Qld,84820,1,NA,Plant,1,EN,1,NA,12/7/2016,YES,Insufficient info,"EN [B2,(a),(b),(ii),(iii),(v)]",Insufficient info,Insufficient info,Insufficient info,NA,NA,Solanum johnsonianum
Solanum karsense,Solanum karsense,Solanum karsense,Vulnerable,"SA, NSW",7776,1,Menindee Nightshade,Plant,1,VU,1,NA,7/16/2000,YES,Insufficient info,Insufficient info,Insufficient info,Insufficient info,Insufficient info,"re-assessed in 2012, and status retained",NA,Solanum karsense
Solanum orgadophilum,Solanum orgadophilum,Solanum orgadophilum,Critically Endangered,Qld,89185,1,Capella Potato Bush,Plant,1,CR,1,NA,12/8/2021,YES,CR (A3d),"CR (B1 + 2ab(i,ii,iii,iv,v))",Insufficient info,Insufficient info,Insufficient info,NA,NA,Solanum orgadophilum
Solanum sulphureum,Solanum sulphureum,Solanum sulphureum,Endangered,NA,87381,1,NA,Plant,1,EN,1,NA,12/7/2016,YES,Insufficient info,EN [B2 (a) (b) (iii) (iv)],EN [C2 (a) (i)],VU,Insufficient info,NA,NA,NA
Sophora fraseri,Sophora fraseri,Sophora fraseri,Vulnerable,"Qld, NSW",8836,1,NA,Plant,1,VU,1,NA,7/16/2000,NO,NA,NA,NA,NA,NA,NA,NA,Sophora fraseri
Sphaerolobium acanthos,Sphaerolobium acanthos,Sphaerolobium acanthos,Critically Endangered,Vic,65835,1,Grampians Globe-pea,Plant,1,CR,1,NA,12/7/2016,YES,Insufficient info,EN [B1B2ab(v)],CR [C2a(i)],EN,Insufficient info,NA,NA,Sphaerolobium acanthos
Sphenotoma drummondii,Sphenotoma drummondii,Sphenotoma drummondii,Endangered,WA,21160,1,Mountain Paper-heath,Plant,1,EN,1,NA,7/16/2000,NO,NA,NA,NA,NA,NA,NA,NA,Sphenotoma drummondii
Spirogardnera rubescens,Spirogardnera rubescens,Spirogardnera rubescens,Endangered,WA,15667,1,Spiral Bush,Plant,1,EN,1,NA,7/16/2000,NO,NA,NA,NA,NA,NA,NA,NA,Spirogardnera rubescens
Sporobolus pamelae,Sporobolus pamelae,Sporobolus pamelae,Endangered,Qld,65710,1,NA,Plant,1,EN,1,NA,12/8/2021,YES,not eligible,"EN [B2a,b(i,ii,iii,iv,v).]",not eligible,VU (D2),Insufficient info,NA,NA,Sporobolus pamelae
Spyridium coactilifolium ,Spyridium coactilifolium [alternative possible names: Spyridium fontis-woodii (pro parte misapplied)],Spyridium coactilifolium,Vulnerable,SA,6572,1,Butterfly Spyridium,Plant,1,VU,1,NA,7/16/2000,NO,NA,NA,NA,NA,NA,NA,NA,Spyridium coactilifolium
Spyridium eriocephalum var. glabrisepalum,Spyridium eriocephalum var. glabrisepalum,Spyridium eriocephalum var. glabrisepalum,Vulnerable,SA,13771,0,MacGillivray Spyridium,Plant,1,VU,1,NA,7/16/2000,NO,NA,NA,NA,NA,NA,NA,NA,Spyridium eriocephalum var. glabrisepalum
Spyridium fontis-woodii,Spyridium fontis-woodii,Spyridium fontis-woodii,Critically Endangered,SA,89082,1,Wood Well Spyridium,Plant,1,CR,1,NA,3/26/2021,YES,EN (A2a),"CR (B1ab(i,ii,iii,v)+2ab(i,ii,iii,v))","CR (C1+C2a(i,ii))",CR (D),Insufficient info,NA,NA,Spyridium fontis-woodii
Spyridium furculentum,Spyridium furculentum,Spyridium furculentum,Endangered,Vic,87544,1,Forked Spyridium,Plant,1,EN,1,NA,7/16/2000,NO,NA,NA,NA,NA,NA,NA,NA,Spyridium furculentum
